fog_index,rainfall_mm,signal_status,congestion_level,time_of_day,train_type,actual_delay_min
0.2624,16.08,1,0.8186,0,1,105
0.4637,42.71,2,0.8796,15,0,175
0.031,44.67,0,0.1138,7,2,33
0.6177,45.7,2,0.2926,11,2,172
0.6783,14.66,0,0.9761,13,1,118
0.7467,6.02,0,0.5448,15,0,95
0.5166,22.0,1,0.1765,22,1,87
0.6039,14.79,1,0.5031,13,0,119
0.3961,44.19,1,0.6458,4,2,115
0.0413,1.83,2,0.8282,16,2,127
0.1,31.69,0,0.8122,1,0,62
0.655,45.31,2,0.0492,20,1,156
0.9956,48.83,2,0.4535,7,2,203
0.0158,32.51,2,0.0206,17,1,92
0.5576,47.5,0,0.8882,3,0,110
0.751,3.78,1,0.1739,9,0,90
0.8268,17.96,2,0.6249,16,2,190
0.5452,0.44,2,0.5706,14,1,149
0.6199,49.06,2,0.6255,0,1,194
0.6967,45.14,2,0.5634,0,0,184
0.859,1.4,1,0.7156,23,0,139
0.1223,0.91,0,0.6261,12,1,47
0.9262,18.35,0,0.0903,20,1,91
0.026,12.93,0,0.3668,1,1,30
0.8362,42.35,2,0.5466,11,2,181
0.0767,8.02,0,0.3252,13,0,27
0.1946,39.53,1,0.7603,22,1,105
0.0039,27.72,2,0.3179,17,0,105
0.4453,18.87,0,0.8287,15,0,85
0.3344,7.29,1,0.1467,7,1,66
0.166,49.88,1,0.7694,23,0,111
0.4511,30.9,2,0.1835,7,1,137
0.4024,21.97,1,0.528,6,1,100
0.7677,18.56,1,0.3205,17,1,117
0.8931,45.29,2,0.6373,23,2,205
0.6526,41.06,2,0.2127,20,0,157
0.1244,40.56,2,0.7954,4,1,150
0.2954,30.81,2,0.5736,19,2,148
0.9133,44.4,2,0.9573,8,0,236
0.0887,14.96,2,0.7118,5,1,123
0.4069,35.19,2,0.6074,22,2,157
0.9425,20.22,0,0.8292,22,1,127
0.9507,30.0,1,0.2197,8,0,140
0.4112,49.91,0,0.6327,0,2,91
0.6674,49.23,1,0.3904,5,0,123
0.4567,25.63,1,0.7438,12,0,121
0.7535,28.69,2,0.0245,1,1,165
0.0316,44.87,1,0.4277,5,0,79
0.1442,49.28,2,0.6517,3,1,151
0.6142,38.93,2,0.4606,22,1,174
0.2326,3.26,2,0.238,8,2,121
0.6661,16.13,0,0.4643,9,1,91
0.3512,44.83,2,0.8497,10,1,180
0.8866,38.42,0,0.2068,0,2,109
0.8193,37.11,1,0.3672,13,0,136
0.4928,33.4,1,0.9903,21,1,131
0.7729,20.76,0,0.9128,19,2,125
0.2711,20.16,2,0.034,6,0,107
0.4943,40.45,2,0.5303,0,0,156
0.1975,14.69,1,0.0654,18,0,54
0.8609,34.24,0,0.9239,20,2,135
0.8231,36.31,0,0.4415,22,1,101
0.9021,42.23,0,0.4184,13,0,117
0.8775,15.99,2,0.2729,11,2,176
0.9596,37.09,1,0.5688,18,2,162
0.2283,5.32,0,0.145,16,0,43
0.9318,6.9,1,0.799,18,2,156
0.5712,20.87,2,0.4912,6,2,165
0.4225,2.76,1,0.5665,21,2,87
0.5604,47.38,1,0.8408,0,0,135
0.3426,45.09,0,0.1851,2,0,67
0.2886,2.45,2,0.1752,15,1,110
0.2413,41.92,0,0.4208,13,2,62
0.0824,25.44,2,0.7861,13,1,146
0.4966,35.1,0,0.0585,21,2,66
0.8878,44.35,0,0.7952,20,0,132
0.6302,28.85,1,0.5008,17,1,124
0.521,5.82,0,0.5618,3,2,82
0.4286,0.13,0,0.5644,2,1,70
0.4644,24.85,0,0.0562,3,2,58
0.2093,47.46,2,0.2498,14,1,135
0.8229,28.63,2,0.7553,17,0,198
0.1984,18.65,0,0.4123,19,2,52
0.7166,1.55,1,0.5605,2,2,109
0.76,45.75,1,0.9449,6,2,165
0.5749,16.36,1,0.0463,8,1,85
0.8629,35.24,1,0.4497,15,1,146
0.2911,34.71,2,0.3613,1,0,141
0.8816,12.69,1,0.1064,20,1,117
0.7294,3.19,1,0.9508,1,0,136
0.7987,19.25,2,0.9615,12,0,202
0.6646,15.86,1,0.3115,22,0,115
0.8463,35.01,0,0.9467,4,1,140
0.9931,40.99,0,0.0352,16,2,94
0.4202,11.12,1,0.9809,13,2,119
0.8139,26.41,0,0.8359,19,2,125
0.7446,2.03,2,0.2143,14,1,155
0.4529,10.71,1,0.5995,20,2,102
0.9269,38.09,0,0.7983,9,2,136
0.3944,39.67,1,0.3193,3,2,92
0.5655,38.82,2,0.3538,16,1,156
0.1059,7.12,2,0.629,23,0,116
0.2258,27.55,2,0.1471,10,1,125
0.8407,21.14,2,0.1182,19,2,170
0.3966,49.57,1,0.2498,21,2,103
0.3941,32.7,2,0.7413,15,0,167
0.246,46.76,2,0.3666,18,0,145
0.4916,7.27,1,0.5074,13,1,91
0.8058,22.54,1,0.1955,19,2,113
0.8952,38.58,2,0.1941,8,2,179
0.0701,18.39,1,0.6505,12,2,75
0.5748,31.63,0,0.1084,1,0,71
0.4673,25.59,0,0.6678,4,2,91
0.6143,49.6,1,0.4007,13,0,116
0.4473,8.69,0,0.6713,17,2,79
0.3986,46.77,0,0.3817,0,2,82
0.4719,20.08,0,0.8461,1,1,95
0.582,23.4,1,0.0556,0,1,88
0.501,26.43,1,0.8933,12,1,127
0.4721,13.27,1,0.2687,8,1,91
0.8178,48.18,1,0.0425,1,2,123
0.7456,45.57,2,0.5624,19,0,184
0.3414,48.65,0,0.2244,12,0,64
0.8006,49.85,1,0.4592,0,2,141
0.8537,33.49,1,0.8023,16,2,151
0.1535,22.58,0,0.7915,21,1,68
0.5827,42.54,0,0.6004,10,0,112
0.2853,1.19,0,0.9779,22,2,83
0.7392,41.72,0,0.4638,10,2,107
0.2388,24.86,0,0.0394,1,0,31
0.6714,33.66,0,0.8194,2,1,117
0.2551,18.7,0,0.2213,1,1,46
0.5111,18.43,2,0.1762,7,2,144
0.9486,1.59,2,0.07,9,2,165
0.3813,21.19,1,0.3279,10,1,82
0.8757,20.42,0,0.3262,11,2,104
0.9869,11.24,2,0.3028,20,1,187
0.8749,12.37,0,0.5932,0,1,109
0.1659,29.21,0,0.7515,21,2,76
0.8197,15.89,1,0.9378,5,1,153
0.0321,41.51,1,0.0941,22,1,66
0.3933,5.57,0,0.1504,3,1,48
0.8707,28.88,2,0.5898,2,0,191
0.6888,8.0,0,0.0981,2,0,69
0.5327,26.41,0,0.3708,7,0,80
0.3879,27.63,1,0.6246,22,2,115
0.8123,32.11,1,0.7805,11,1,149
0.7096,21.37,2,0.2176,3,2,156
0.4684,25.47,0,0.668,15,1,92
0.8925,9.05,1,0.6459,12,0,137
0.2299,23.15,0,0.8596,16,1,81
0.1704,18.65,0,0.3137,17,0,48
0.6428,33.31,1,0.7501,18,0,138
0.972,21.74,2,0.752,3,1,210
0.2473,38.97,0,0.2392,11,0,53
0.2497,21.3,2,0.6212,15,1,139
0.1395,11.79,1,0.6752,13,2,82
0.8606,13.68,1,0.2744,23,0,121
0.2264,2.26,2,0.4518,23,2,117
0.5032,27.0,0,0.4358,19,1,88
0.9909,41.54,0,0.7735,5,0,142
0.0121,38.46,2,0.0007,12,0,94
0.5565,21.89,0,0.501,19,0,79
0.5123,9.81,2,0.1843,6,0,130
0.8074,43.17,2,0.6468,17,0,198
0.3553,2.84,2,0.6804,5,2,153
0.4103,19.96,1,0.5011,3,2,92
0.1679,42.83,1,0.542,5,1,91
0.7408,19.66,2,0.3151,22,2,170
0.7847,5.89,0,0.3133,23,0,88
0.1367,13.3,0,0.7451,20,1,59
0.3935,30.0,1,0.1317,6,0,83
0.8929,7.6,1,0.7715,18,1,147
0.0027,32.75,2,0.655,5,1,138
0.2988,21.91,2,0.8845,3,2,165
0.555,16.72,1,0.2601,6,2,96
0.3341,12.05,0,0.5062,3,1,65
0.272,41.17,0,0.039,15,0,48
0.46,19.83,2,0.9125,16,0,171
0.1815,36.92,1,0.6754,0,0,103
0.5296,22.02,1,0.6229,2,1,117
0.7067,4.59,1,0.7327,11,1,125
0.5753,22.03,2,0.2843,2,2,158
0.0931,25.38,0,0.6039,19,0,50
0.8444,22.89,0,0.8009,9,1,122
0.175,40.81,2,0.0903,9,0,117
0.7648,45.54,1,0.9588,0,1,159
0.3606,39.34,2,0.8919,16,1,172
0.7828,29.14,0,0.963,17,2,127
0.2063,27.07,0,0.8083,18,1,79
0.1867,32.23,2,0.2943,12,0,125
0.497,14.39,2,0.5816,6,2,161
0.0329,40.59,0,0.1202,1,1,36
0.2253,42.84,2,0.7542,7,1,156
0.724,13.36,0,0.1536,13,1,79
0.8374,45.14,0,0.8668,2,0,143
0.0808,42.44,2,0.2406,1,2,123
0.8821,21.22,0,0.1604,5,0,94
0.7975,45.45,0,0.0709,1,0,101
0.8697,6.02,0,0.7114,0,2,121
0.6984,1.4,1,0.1862,11,1,92
0.6742,17.39,0,0.1977,17,2,82
0.5251,28.27,0,0.1697,11,2,70
0.6528,17.57,0,0.3058,2,2,72
0.9191,47.1,1,0.9412,8,2,170
0.1005,12.74,1,0.4866,0,2,76
0.3158,14.06,0,0.2609,14,1,54
0.0725,31.74,1,0.1704,5,2,56
0.9448,0.19,1,0.0189,9,0,108
0.4453,36.38,1,0.365,21,2,98
0.6753,18.87,1,0.1101,14,0,99
0.8411,48.89,0,0.027,18,1,98
0.991,34.57,1,0.103,8,1,137
0.1618,2.61,2,0.3185,22,2,106
0.7995,4.63,0,0.7509,17,0,111
0.8874,4.41,0,0.067,12,0,77
0.0489,47.63,0,0.6787,13,2,63
0.7541,34.2,2,0.6205,14,1,190
0.3547,21.38,2,0.882,3,2,162
0.6486,10.02,2,0.184,6,2,145
0.514,43.68,0,0.7943,16,2,102
0.2597,10.08,1,0.8649,10,1,107
0.1352,35.33,0,0.9765,18,0,85
0.1169,38.17,2,0.8085,12,2,150
0.1033,14.73,1,0.1238,1,0,53
0.6378,25.25,1,0.9471,15,2,139
0.3514,11.15,1,0.815,14,2,90
0.2166,18.95,2,0.2123,8,1,112
0.6919,48.26,2,0.1652,18,0,165
0.6868,34.66,2,0.9364,8,1,194
0.5392,42.33,1,0.1557,2,0,100
0.935,27.03,2,0.7771,2,1,208
0.3854,11.95,2,0.4053,21,1,134
0.8359,35.64,1,0.7238,9,1,144
0.0751,25.03,2,0.0919,9,0,109
0.7398,8.84,2,0.7251,7,2,184
0.9884,20.62,2,0.5119,17,0,195
0.8466,31.74,0,0.9004,14,2,142
0.5797,36.77,2,0.1884,21,0,154
0.6268,12.16,1,0.1094,21,1,94
0.3533,43.8,0,0.1962,23,2,56
0.6795,18.98,1,0.0786,7,1,104
0.7704,13.56,2,0.9802,14,0,197
0.9982,9.76,2,0.1229,8,1,178
0.4925,40.21,2,0.2009,16,1,155
0.0613,17.71,2,0.8097,17,2,133
0.5959,24.17,1,0.2468,6,1,99
0.119,11.14,2,0.2223,20,2,97
0.2448,34.3,0,0.6723,6,1,71
0.3288,39.05,0,0.3988,23,0,76
0.731,16.97,0,0.8355,20,1,118
0.1838,47.25,2,0.6383,0,2,153
0.1658,1.53,1,0.2882,9,0,63
0.045,6.65,2,0.5979,9,1,111
0.8732,29.44,1,0.8665,19,0,169
0.6935,35.07,1,0.3645,17,2,118
0.0399,12.53,2,0.7365,1,1,129
0.0283,27.7,1,0.4158,20,2,69
0.5587,15.92,1,0.5431,5,2,121
0.2825,27.7,0,0.7337,8,2,72
0.5967,32.97,1,0.0605,4,1,92
0.4346,48.64,0,0.4549,3,2,97
0.9233,22.78,0,0.0952,12,1,95
0.2878,32.41,0,0.725,2,2,78
0.6791,28.9,0,0.6078,1,2,113
0.0541,15.88,0,0.3269,18,0,25
0.9559,12.65,0,0.0763,8,2,84
0.9808,49.39,0,0.9258,15,2,152
0.7391,10.34,2,0.315,23,2,157
0.4652,39.51,0,0.2754,1,0,79
0.22,7.33,1,0.101,19,1,53
0.8125,40.22,0,0.5774,2,0,120
0.7364,9.29,2,0.2657,18,2,165
0.222,48.36,0,0.8429,7,2,85
0.4512,34.3,2,0.6828,3,1,156
0.4628,4.51,1,0.0039,5,0,75
0.8264,34.66,2,0.5657,8,1,182
0.6838,30.18,1,0.2318,17,1,111
0.6432,16.88,1,0.0154,16,2,97
0.6498,13.04,2,0.6194,17,0,181
0.2705,35.94,2,0.2049,0,1,130
0.3717,37.07,1,0.8996,23,1,127
0.0457,16.36,2,0.5734,10,2,116
0.7869,43.81,2,0.2092,2,0,180
0.433,13.44,2,0.9791,22,2,168
0.4382,3.49,2,0.5464,19,2,135
0.2454,29.99,0,0.1655,1,1,41
0.2094,5.35,1,0.5172,10,0,82
0.5878,13.83,1,0.9593,21,0,133
0.2326,25.36,2,0.4242,16,0,130
0.0642,14.32,0,0.4253,4,2,44
0.7675,10.75,2,0.4611,16,2,163
0.3765,35.16,0,0.2801,4,0,64
0.3802,27.35,1,0.1618,8,2,74
0.4313,41.99,2,0.5789,4,1,164
0.815,29.06,0,0.8942,16,2,130
0.3208,24.17,2,0.7357,22,0,147
0.758,13.06,2,0.0962,1,0,147
0.9395,39.6,0,0.4008,14,2,129
0.6609,9.84,0,0.0053,5,1,63
0.4317,12.11,0,0.3079,18,2,58
0.7478,42.08,2,0.6694,3,2,194
0.4579,37.06,2,0.2902,8,0,149
0.4144,30.64,1,0.8406,4,1,117
0.5253,1.95,0,0.4774,20,2,72
0.3177,6.36,0,0.6692,1,0,70
0.1043,25.0,0,0.8839,13,2,68
0.4149,37.32,1,0.6828,2,0,116
0.1239,23.21,2,0.8973,14,0,151
0.4104,0.86,0,0.8081,18,1,79
0.5569,9.21,2,0.5671,18,0,158
0.9307,29.44,0,0.2972,0,1,113
0.0362,34.71,1,0.2981,18,1,71
0.6215,1.67,2,0.8753,7,0,180
0.4577,2.17,1,0.0539,16,2,62
0.0203,13.07,1,0.9414,23,0,81
0.2495,4.18,1,0.3271,2,1,69
0.1185,27.1,1,0.7389,8,0,83
0.2168,6.19,0,0.33,20,0,40
0.2746,32.41,0,0.9533,3,0,92
0.4013,38.86,2,0.0365,6,0,143
0.529,48.53,2,0.3533,13,1,153
0.001,47.42,2,0.8675,23,1,154
0.1619,13.67,0,0.2741,7,0,36
0.0936,1.47,0,0.2756,9,0,29
0.5497,16.47,0,0.8988,19,0,105
0.3291,35.42,0,0.8306,2,1,88
0.5484,2.99,1,0.1058,7,2,90
0.2218,17.99,0,0.5802,7,0,58
0.0242,14.9,2,0.2234,9,0,100
0.9414,10.97,0,0.2151,13,2,96
0.1083,35.31,1,0.6154,5,2,84
0.1269,32.95,0,0.1239,9,2,35
0.1465,26.77,1,0.4698,22,0,82
0.9813,45.54,0,0.2558,19,2,124
0.6177,5.16,1,0.8539,22,1,113
0.6103,7.48,2,0.5545,16,0,168
0.9867,19.17,2,0.2151,13,0,183
0.0884,32.79,0,0.9265,5,1,70
0.9745,29.2,1,0.8229,3,2,157
0.204,3.7,2,0.2653,12,2,106
0.6231,47.92,1,0.9611,9,1,149
0.4201,15.25,1,0.2677,18,1,91
0.384,17.95,1,0.2926,0,2,82
0.9312,31.18,2,0.386,21,0,192
0.1492,47.26,1,0.1648,4,1,69
0.9971,33.13,2,0.687,9,0,217
0.3791,47.74,2,0.5573,8,2,164
0.6488,9.38,1,0.8945,22,1,125
0.9679,30.94,0,0.2409,17,2,108
0.0576,41.44,0,0.1702,0,1,44
0.9229,25.45,1,0.3586,20,2,141
0.5678,18.11,2,0.1461,16,2,142
0.7044,49.24,1,0.9462,1,1,164
0.1492,7.05,0,0.7174,18,2,55
0.5334,20.55,2,0.7962,0,1,174
0.6735,43.67,0,0.748,10,2,121
0.4562,45.02,1,0.2428,3,0,107
0.155,49.02,0,0.1407,0,2,50
0.2441,44.24,0,0.4294,13,0,67
0.8544,2.55,2,0.829,16,2,181
0.0345,46.49,2,0.3305,11,1,120
0.7089,21.41,0,0.0096,8,0,74
0.9994,32.58,0,0.6601,12,2,138
0.0075,19.71,1,0.2001,3,0,61
0.161,40.68,2,0.5428,1,1,143
0.6741,28.8,1,0.0149,3,2,98
0.06,42.28,2,0.5088,1,0,132
0.5898,9.69,1,0.3936,18,1,100
0.684,9.25,1,0.8804,14,1,141
0.5881,22.02,0,0.7218,4,2,93
0.3652,0.24,2,0.036,13,1,105
0.6973,34.64,2,0.7895,11,0,182
0.5943,14.8,0,0.7912,2,0,103
0.2076,27.86,2,0.6634,23,0,142
0.5631,3.5,2,0.9293,22,2,169
0.8819,8.53,1,0.8033,18,2,146
0.6668,31.14,2,0.2189,19,1,156
0.4718,15.28,1,0.3815,13,2,99
0.3216,10.74,0,0.3499,19,2,59
0.0859,11.44,2,0.5049,12,2,119
0.2446,10.74,0,0.9537,3,0,86
0.0112,31.14,2,0.6156,4,0,137
0.9866,8.38,0,0.3129,20,2,102
0.2225,18.14,1,0.9415,10,1,96
0.8149,34.39,2,0.7003,17,0,192
0.1686,25.68,1,0.2661,3,1,68
0.2836,29.86,2,0.9065,10,1,174
0.4183,12.55,0,0.3442,2,2,74
0.3244,46.64,0,0.5162,5,1,72
0.7984,20.69,0,0.4792,2,0,114
0.9577,14.35,0,0.9236,4,2,131
0.8753,45.22,0,0.2657,14,1,117
0.1536,32.76,1,0.3333,0,0,70
0.7767,30.7,0,0.6602,4,0,111
0.1479,44.34,2,0.8866,16,1,163
0.9134,2.93,0,0.1149,3,2,81
0.5179,41.88,2,0.2099,13,2,145
0.3364,33.89,2,0.948,20,0,176
0.157,18.0,2,0.7773,18,1,150
0.0118,12.82,2,0.3461,2,2,102
0.2479,5.24,2,0.3576,3,1,120
0.914,47.05,2,0.4695,16,0,196
0.7973,7.1,1,0.6738,8,2,134
0.9698,12.97,1,0.561,10,2,145
0.1008,34.56,1,0.7761,11,1,87
0.5922,35.51,1,0.0542,13,2,97
0.2572,8.04,1,0.819,10,1,97
0.5429,40.71,0,0.0581,0,0,73
0.3205,25.51,2,0.881,2,2,166
0.2835,42.42,2,0.0433,0,0,129
0.5738,4.36,2,0.1278,6,0,124
0.1833,2.14,0,0.1802,19,1,25
0.4691,31.85,2,0.2231,23,0,140
0.6508,7.5,1,0.4018,11,1,110
0.1282,26.25,0,0.6555,0,1,68
0.9306,0.71,2,0.8926,1,2,192
0.5057,39.0,2,0.5245,19,0,173
0.8195,44.98,2,0.5325,8,1,196
0.6539,41.94,1,0.3193,21,1,119
0.71,47.92,0,0.8007,12,0,118
0.7161,45.15,0,0.1105,21,1,85
0.8751,22.2,2,0.3011,3,2,181
0.6136,19.92,2,0.097,20,2,141
0.2782,44.81,0,0.2142,13,0,55
0.0995,46.35,2,0.5866,10,2,138
0.6063,48.64,0,0.126,12,1,84
0.0664,38.42,2,0.1006,7,0,102
0.2413,10.1,0,0.8259,14,2,67
0.0607,47.25,2,0.1183,18,1,118
0.5489,47.36,0,0.6081,19,2,107
0.1603,33.31,1,0.352,23,0,75
0.6104,42.86,2,0.8964,9,0,192
0.7909,28.06,2,0.7076,18,2,190
0.8219,47.21,1,0.0594,21,0,123
0.3095,4.7,2,0.8955,0,1,154
0.549,43.2,0,0.4139,11,1,91
0.563,2.78,1,0.2982,16,2,82
0.4729,16.96,2,0.6728,10,1,159
0.6551,6.77,0,0.718,2,2,97
0.2101,23.96,1,0.3033,15,2,80
0.9792,11.61,1,0.3517,9,2,141
0.0981,47.6,1,0.1563,14,1,71
0.8292,27.97,2,0.5934,0,0,197
0.5941,44.89,1,0.9569,0,0,140
0.2449,13.9,2,0.4166,14,1,127
0.7457,1.3,1,0.9962,23,1,141
0.0845,38.78,2,0.1764,15,0,122
0.7744,35.12,1,0.7961,22,2,139
0.59,27.27,2,0.9281,20,1,187
0.1108,40.77,1,0.6881,6,2,89
0.0795,42.0,2,0.1093,2,1,120
0.7508,29.4,2,0.3265,13,1,163
0.2929,48.3,0,0.0857,14,0,63
0.8893,35.99,0,0.6017,18,0,120
0.7621,33.84,0,0.9981,12,1,142
0.6982,18.07,1,0.3748,22,1,115
0.2786,0.11,1,0.1629,20,2,60
0.7089,12.05,0,0.2686,14,1,82
0.9481,38.2,2,0.5708,13,0,212
0.0916,35.49,2,0.569,0,2,137
0.3262,16.55,1,0.2298,18,1,75
0.2347,31.28,0,0.7507,16,2,74
0.3933,9.76,2,0.088,21,2,114
0.7423,13.18,0,0.623,2,2,103
0.4742,47.37,0,0.4257,3,0,88
0.5707,20.66,2,0.1272,16,1,152
0.3142,12.25,2,0.6344,11,0,133
0.1413,24.36,1,0.673,14,2,82
0.2669,19.35,0,0.44,10,2,65
0.8597,36.48,0,0.798,15,0,138
0.6024,48.11,2,0.5093,15,1,175
0.378,29.59,0,0.2858,4,1,55
0.7899,29.56,2,0.9536,18,1,211
0.0645,18.24,1,0.944,11,1,98
0.2539,28.23,1,0.0956,13,2,69
0.2301,15.97,2,0.9461,14,2,160
0.9854,0.05,1,0.7755,17,1,158
0.7061,43.3,1,0.1066,7,2,106
0.6178,21.47,1,0.5193,0,0,113
0.005,24.6,0,0.035,4,0,14
0.1843,4.18,1,0.5889,23,0,75
0.6355,41.86,1,0.9332,5,2,156
0.3797,8.52,0,0.3682,5,0,55
0.9243,20.53,1,0.5086,20,2,143
0.7647,42.01,1,0.2276,5,2,128
0.4474,22.89,0,0.5409,11,2,73
0.7495,46.56,2,0.8026,8,2,196
0.9754,10.47,2,0.2153,15,1,177
0.461,35.76,1,0.5535,14,2,111
0.6425,48.9,0,0.3546,12,2,99
0.9187,27.48,1,0.7479,12,2,156
0.2487,34.61,2,0.702,20,2,159
0.8866,19.66,0,0.6988,13,2,120
0.0975,37.57,2,0.3778,12,1,124
0.6484,45.44,2,0.5993,21,2,186
0.7828,35.15,0,0.6511,2,1,110
0.6146,46.8,0,0.6808,20,1,114
0.4955,29.43,2,0.5753,4,2,169
0.6173,28.86,2,0.8668,7,0,190
0.1517,15.23,2,0.2488,0,2,120
0.2156,35.48,1,0.0558,13,0,61
0.2699,44.1,1,0.9625,19,1,117
0.5978,32.32,1,0.0607,9,0,95
0.4419,11.65,1,0.903,15,2,117
0.2445,27.21,2,0.6123,9,2,140
0.8828,37.8,0,0.9187,18,0,136
0.3739,46.97,0,0.565,23,0,86
0.446,7.83,0,0.821,17,1,83
0.4097,6.37,2,0.7213,8,2,158
0.1819,20.65,2,0.5251,19,0,132
0.7316,6.28,0,0.3633,0,2,84
0.4485,49.02,0,0.0029,23,1,59
0.0163,21.22,0,0.2509,20,1,36
0.964,26.68,0,0.9518,15,1,147
0.8158,11.35,1,0.2755,14,0,108
0.7236,22.46,1,0.7519,6,1,136
0.8691,49.23,1,0.5085,10,0,146
0.9068,24.43,0,0.3085,2,1,98
0.3375,0.44,1,0.9911,8,0,100
0.611,12.13,2,0.047,14,0,134
0.6088,48.92,1,0.5821,8,1,131
0.2673,49.45,2,0.4615,18,0,155
0.222,10.52,2,0.0765,20,0,109
0.1139,30.76,2,0.2141,13,2,116
0.6593,3.85,1,0.6942,8,0,124
0.7809,28.87,0,0.1083,7,0,84
0.761,6.3,1,0.801,13,2,133
0.3163,40.93,1,0.6251,17,0,105
0.2053,46.98,2,0.1009,3,2,122
0.4536,8.65,2,0.2868,10,0,136
0.5468,23.14,1,0.1372,10,0,88
0.9191,5.1,1,0.7976,6,0,149
0.8748,16.96,2,0.533,5,2,192
0.9161,3.25,2,0.0028,20,0,147
0.8503,13.23,2,0.5429,10,0,180
0.9646,49.51,1,0.4828,13,2,146
0.4655,2.23,1,0.6431,0,1,93
0.0475,42.95,1,0.0348,6,1,47
0.0836,3.87,1,0.0354,5,0,41
0.3903,26.45,0,0.3494,7,1,62
0.2577,22.61,0,0.6885,20,1,71
0.1699,46.58,1,0.6666,13,1,112
0.9532,9.95,1,0.2783,21,1,123
0.1954,8.98,0,0.2161,10,0,29
0.9594,37.44,0,0.6831,18,2,138
0.7608,36.29,2,0.0271,3,2,165
0.6409,34.96,1,0.5568,19,0,134
0.676,1.31,1,0.4241,14,2,100
0.3315,13.0,2,0.2391,0,0,128
0.6464,41.99,0,0.5203,16,0,115
0.1867,30.04,2,0.2172,11,2,115
0.9377,30.11,2,0.5643,0,0,189
0.3018,14.8,1,0.149,20,0,68
0.2552,13.01,1,0.4057,12,1,83
0.7112,47.33,2,0.5104,14,0,197
0.6564,36.39,0,0.0317,13,0,77
0.4513,6.34,0,0.6107,2,0,77
0.6324,46.89,2,0.7503,7,0,189
0.1595,29.12,0,0.9561,16,2,87
0.6733,16.67,2,0.2031,8,2,160
0.2706,19.86,2,0.2087,21,2,123
0.2728,36.27,1,0.3048,7,1,83
0.1622,18.81,0,0.8908,11,1,61
0.3324,28.94,2,0.4069,10,0,138
0.3313,35.52,2,0.3018,0,2,140
0.4542,9.77,1,0.7412,19,2,103
0.1904,47.21,0,0.038,3,1,55
0.193,17.81,1,0.5488,11,0,85
0.5417,20.97,1,0.4502,21,2,99
0.1289,34.93,0,0.6249,23,0,65
0.6889,30.44,1,0.7311,5,0,142
0.9439,22.01,0,0.325,9,2,112
0.4268,32.49,2,0.6364,13,2,159
0.9011,45.14,1,0.5243,16,1,159
0.0983,40.01,2,0.134,6,0,111
0.043,41.21,1,0.8817,13,1,99
0.7214,12.92,2,0.7546,20,2,183
0.761,20.97,2,0.9217,18,2,198
0.8431,27.69,0,0.7204,19,0,125
0.0568,2.21,1,0.2448,21,1,46
0.7769,38.49,2,0.4305,20,0,175
0.3765,16.17,1,0.3869,12,2,89
0.3033,14.13,0,0.0358,23,2,44
0.173,12.96,2,0.4105,11,1,113
0.996,14.17,0,0.3456,17,0,108
0.0637,16.9,2,0.0039,22,1,97
0.827,30.24,2,0.8471,1,0,197
0.6395,29.18,0,0.1439,22,2,81
0.7351,12.79,0,0.501,19,2,104
0.7117,10.32,2,0.7847,23,0,176
0.8584,41.32,1,0.6045,18,2,154
0.1838,4.64,2,0.1694,3,2,97
0.0008,25.64,2,0.6182,7,2,130
0.5985,26.03,0,0.7576,0,0,109
0.3539,28.71,2,0.8548,14,0,166
0.1238,44.28,1,0.3187,10,1,73
0.1861,31.2,2,0.0339,11,0,115
0.3317,48.68,0,0.6079,17,2,89
0.0702,43.57,0,0.2258,19,1,41
0.0569,10.74,1,0.7809,1,1,72
0.916,12.06,1,0.6799,22,0,143
0.3121,17.24,1,0.7732,8,0,95
0.9822,19.58,0,0.9675,18,2,139
0.9644,27.65,1,0.5845,13,1,155
0.1426,11.63,2,0.9043,10,0,153
0.7149,11.12,2,0.6419,5,2,181
0.6008,19.07,2,0.1817,4,0,153
0.6906,33.6,0,0.7993,17,2,124
0.0962,34.41,2,0.6937,7,1,136
0.1886,48.81,1,0.9779,5,1,117
0.0766,10.12,2,0.2434,0,0,96
0.6041,19.64,2,0.3331,20,0,157
0.9866,48.23,0,0.8215,9,1,151
0.672,34.5,2,0.0629,8,1,154
0.7108,29.61,1,0.6332,8,1,128
0.9846,26.98,2,0.5355,14,1,195
0.678,3.78,1,0.1688,11,1,89
0.0402,44.67,0,0.1651,13,0,39
0.867,31.28,2,0.8102,6,1,217
0.3647,28.58,0,0.0154,7,2,48
0.0044,26.98,2,0.7468,20,2,129
0.5072,19.6,0,0.7327,10,1,93
0.937,12.73,2,0.6497,23,1,191
0.2573,37.77,1,0.4095,20,1,82
0.4915,25.48,0,0.0283,17,2,58
0.1738,1.7,0,0.8018,13,1,56
0.0577,19.95,0,0.1257,20,2,23
0.0805,46.43,2,0.2808,1,0,111
0.727,18.69,2,0.9468,11,1,197
0.8641,20.66,2,0.3019,17,1,180
0.1433,31.2,1,0.2551,2,1,72
0.2883,40.08,1,0.9734,4,1,130
0.195,33.42,2,0.0859,1,0,118
0.0269,42.5,0,0.1607,11,1,41
0.5534,5.7,2,0.4383,12,1,144
0.6999,46.23,1,0.7877,11,1,139
0.6479,45.2,1,0.8844,1,1,145
0.3881,25.96,1,0.7556,11,1,104
0.555,31.24,2,0.9762,21,1,198
